year,imdb,title,test,clean_test,binary,budget,domgross,intgross,code,budget_2013,domgross_2013,intgross_2013,period_code,decade_code
1997,tt0119738,My Best Friend's Wedding,men-disagree,men,FAIL,46000000,126813153,298923419,1997FAIL,66756954,184036082,433809062,4,3
1997,tt0124819,Orgazmo,notalk,notalk,FAIL,1000000,582024,627287,1997FAIL,1451238,844655,910343,4,3
1997,tt0120082,Scream 2,ok,ok,PASS,24000000,101363301,101363301,1997PASS,34829715,147102287,147102287,4,3
1997,tt0120094,Selena,ok,ok,PASS,20000000,35450113,35450113,1997PASS,29024763,51446556,51446556,4,3
1997,tt0120152,Smilla's Sense of Snow,ok,ok,PASS,35000000,2221994,2221994,1997PASS,50793334,3224642,3224642,4,3
1997,tt0120177,Spawn,ok,ok,PASS,40000000,54979992,87949859,1997PASS,58049525,79789061,127636188,4,3
1997,tt0120201,Starship Troopers,ok,ok,PASS,100000000,54768952,121100000,1997PASS,145123812,79482791,175744937,4,3
1997,tt0118971,The Devil's Advocate,ok,ok,PASS,57000000,61007424,153007424,1997PASS,82720573,88536300,222050207,4,3
1997,tt0119116,The Fifth Element,notalk-disagree,notalk,FAIL,95000000,63570862,263900000,1997FAIL,137867622,92256459,382981741,4,3
1997,tt0119174,The Game,notalk,notalk,FAIL,50000000,48265581,48265581,1997FAIL,72561906,70044851,70044851,4,3
1997,tt0119567,The Lost World: Jurassic Park,dubious,dubious,FAIL,75000000,229086679,786686679,1997FAIL,108842859,332459322,1141669701,4,3
1997,tt0119874,The Peacemaker,dubious,dubious,FAIL,50000000,41263140,62967368,1997FAIL,72561906,59882642,91380645,4,3
1997,tt0119925,The Postman,notalk,notalk,FAIL,80000000,17650704,17650704,1997FAIL,116099050,25615375,25615375,4,3
1997,tt0120338,Titanic,ok,ok,PASS,200000000,658672302,2185672302,1997PASS,290247625,955890356,3171930973,4,3
1997,tt0120461,Volcano,ok,ok,PASS,90000000,47546796,120100000,1997PASS,130611431,69001723,174293699,4,3
1996,tt0115591,August,dubious,dubious,FAIL,3400000,12636,12636,1996FAIL,5049561,18767,18767,4,3
1996,tt0115736,Bound,ok,ok,PASS,4500000,3802260,7011317,1996PASS,6683242,5646983,10412962,4,3
1996,tt0115759,Broken Arrow,nowomen,nowomen,FAIL,65000000,70645997,148345997,1996FAIL,96535720,104920957,220318272,4,3
1996,tt0115857,Chain Reaction,notalk,notalk,FAIL,55000000,21226204,60209334,1996FAIL,81684071,31524414,89420791,4,3
1996,tt0116136,DragonHeart,men,men,FAIL,57000000,51364680,104364680,1996FAIL,84654401,76285021,154998762,4,3
1996,tt0116191,Emma,ok,ok,PASS,5900000,22231658,37831658,1996PASS,8762473,33017679,56186252,4,3
1996,tt0116225,Escape from L.A.,notalk,notalk,FAIL,50000000,25426861,25426861,1996FAIL,74258246,37763082,37763082,4,3
1996,tt0116260,Eye for an Eye,ok,ok,PASS,20000000,26792700,26792700,1996PASS,29703299,39791578,39791578,4,3
1996,tt0116282,Fargo,ok-disagree,ok,PASS,7000000,24567751,51204567,1996PASS,10396154,36487162,76047227,4,3
1996,tt0116361,Freeway,ok,ok,PASS,3000000,295493,295493,1996PASS,4455495,438856,438856,4,3
1996,tt0116367,From Dusk Till Dawn,notalk,notalk,FAIL,20000000,25728961,25728961,1996FAIL,29703299,38211750,38211750,4,3
1996,tt0116477,Hamlet,notalk-disagree,notalk,FAIL,2000000,1577287,2419669,1996FAIL,2970330,2342531,3593608,4,3
1996,tt0116493,Harriet the Spy,ok,ok,PASS,13000000,26570048,26570048,1996PASS,19307144,39460903,39460903,4,3
1996,tt0116629,Independence Day,ok,ok,PASS,75000000,306169255,817400878,1996PASS,111387369,454711839,1213975115,4,3
1996,tt0116705,Jingle All the Way,notalk,notalk,FAIL,60000000,60592389,129832389,1996FAIL,89109896,89989691,192822510,4,3
1996,tt0116778,Kingpin,notalk,notalk,FAIL,25000000,25023424,32223424,1996FAIL,37129123,37163912,47857099,4,3
1996,tt0116931,Love and Other Catastrophes,ok,ok,PASS,250000,212285,743216,1996PASS,371291,315278,1103798,4,3
1996,tt0116996,Mars Attacks!,ok,ok,PASS,80000000,37771017,101371017,1996PASS,118813194,56096190,150552679,4,3
1996,tt0117060,Mission: Impossible,notalk-disagree,notalk,FAIL,80000000,180981886,457697994,1996FAIL,118813194,268787949,679757008,4,3
1996,tt0117509,Romeo + Juliet,dubious,dubious,FAIL,14500000,46338728,147542381,1996FAIL,21534891,68820654,219124769,4,3
1996,tt0117571,Scream,ok,ok,PASS,15000000,103046663,173046663,1996PASS,22277474,153041290,257002834,4,3
1996,tt0117589,Secrets & Lies,ok,ok,PASS,4500000,13417292,13417292,1996PASS,6683242,19926891,19926891,4,3
1996,tt0117603,Set It Off,ok,ok,PASS,9000000,36049108,36049108,1996PASS,13366484,53538871,53538871,4,3
1996,tt0117705,Space Jam,notalk,notalk,FAIL,80000000,90463534,250200000,1996FAIL,118813194,134353268,371588265,4,3
1996,tt0117723,Spy Hard,notalk,notalk,FAIL,18000000,26936265,26936265,1996FAIL,26732969,40004796,40004796,4,3
1996,tt0117731,Star Trek: First Contact,ok-disagree,ok,PASS,46000000,92027888,1.50E+08,1996PASS,68317587,136676591,222774739,4,3
1996,tt0117765,Striptease,dubious,dubious,FAIL,50000000,33109743,113309743,1996FAIL,74258246,49173429,168283656,4,3
1996,tt0117887,That Thing You Do!,ok,ok,PASS,2500000,25857416,34557416,1996PASS,3712912,38402527,51323462,4,3
1996,tt0115798,The Cable Guy,notalk,notalk,FAIL,47000000,60240295,102825796,1996FAIL,69802752,89466773,152713266,4,3
1996,tt0115963,The Craft,ok,ok,PASS,15000000,24769466,55669466,1996PASS,22277474,36786742,82678338,4,3
1996,tt0116209,The English Patient,ok,ok,PASS,35000000,78716374,231716374,1996PASS,51980772,116906798,344137032,4,3
1996,tt0116277,The Fan,notalk,notalk,FAIL,55000000,18582965,18582965,1996FAIL,81684071,27598768,27598768,4,3
1996,tt0116313,The First Wives Club,ok,ok,PASS,30000000,105489203,181489203,1996PASS,44554948,156668864,269541399,4,3
1996,tt0116421,The Glimmer Man,notalk,notalk,FAIL,45000000,20404841,36404841,1996FAIL,66832422,30304554,54067193,4,3
1996,tt0116583,The Hunchback of Notre Dame,notalk,notalk,FAIL,100000000,100138851,325500000,1996FAIL,148516493,148722709,483421183,4,3
1996,tt0116908,The Long Kiss Goodnight,notalk-disagree,notalk,FAIL,65000000,33447612,33447612,1996FAIL,96535720,49675220,49675220,4,3
1996,tt0117057,The Mirror Has Two Faces,ok,ok,PASS,42000000,41267469,41267469,1996PASS,62376927,61288998,61288998,4,3
1996,tt0117500,The Rock,notalk,notalk,FAIL,75000000,134069511,336069511,1996FAIL,111387369,199115335,499118651,4,3
1996,tt0117951,Trainspotting,men,men,FAIL,3100000,16501785,24000785,1996FAIL,4604011,24507872,35645124,4,3
1996,tt0117998,Twister,ok,ok,PASS,88000000,241888385,495900000,1996PASS,130694514,359244145,736493287,4,3
1996,tt0118113,Walking and Talking,ok,ok,PASS,1000000,1287480,1615787,1996PASS,1485165,1912120,2399710,4,3
1996,tt0115856,When the Cat's Away,ok,ok,PASS,300000,1652472,2525984,1996PASS,445549,2454193,3751503,4,3
1995,tt0112384,Apollo 13,ok-disagree,ok,PASS,65000000,172070496,334100000,1995PASS,99370665,263057839,510765217,4,3
1995,tt0112401,Assassins,notalk,notalk,FAIL,50000000,30306268,83306268,1995FAIL,76438973,46331600,127356911,4,3
1995,tt0112462,Batman Forever,notalk,notalk,FAIL,100000000,184031112,336529144,1995FAIL,152877946,281342983,514478842,4,3
1995,tt0112471,Before Sunrise,nowomen,nowomen,FAIL,2500000,5274005,5274005,1995FAIL,3821949,8062791,8062791,4,3
1995,tt0112573,Braveheart,men-disagree,men,FAIL,72000000,75545647,2.09E+08,1995FAIL,110072121,115492633,319514907,4,3
1995,tt0112641,Casino,men-disagree,men,FAIL,52000000,42438300,110400000,1995FAIL,79496532,64878801,168777252,4,3
1995,tt0112642,Casper,ok,ok,PASS,55000000,100328194,282300000,1995PASS,84082870,153379682,431574441,4,3
1995,tt0112697,Clueless,ok,ok,PASS,13700000,56598476,56598476,1995PASS,20944279,86526587,86526587,4,3
1995,tt0112715,Congo,nowomen,nowomen,FAIL,50000000,81022333,152022333,1995FAIL,76438973,123865278,232408620,4,3
1995,tt0112722,Copycat,dubious,dubious,FAIL,20000000,32051917,32051917,1995FAIL,30575589,49000312,49000312,4,3
1995,tt0112864,Die Hard: With a Vengeance,notalk,notalk,FAIL,90000000,100012499,364480746,1995FAIL,137590151,152897054,557210677,4,3
1995,tt0113101,Four rooms,notalk,notalk,FAIL,4000000,4301000,4301000,1995FAIL,6115118,6575280,6575280,4,3
1995,tt0113321,Home for the holidays,ok,ok,PASS,20000000,17468887,22119269,1995PASS,30575589,26706076,33815484,4,3
1995,tt0113497,Jumanji,ok,ok,PASS,65000000,100458310,262758310,1995PASS,99370665,153578601,401699506,4,3
1995,tt0113749,Mallrats,notalk-disagree,notalk,FAIL,6100000,2108367,2108367,1995FAIL,9325555,3223228,3223228,4,3
1995,tt0113855,Mortal Kombat,notalk,notalk,FAIL,20000000,70433227,122133227,1995FAIL,30575589,107676871,186714768,4,3
1995,tt0114069,Outbreak,ok,ok,PASS,50000000,67823573,67823573,1995PASS,76438973,103687285,103687285,4,3
1995,tt0114148,Pocahontas,ok-disagree,ok,PASS,55000000,141579773,347100000,1995PASS,84082870,216444248,530639350,4,3
1995,tt0112130,Pride and Prejudice,ok-disagree,ok,PASS,28000000,38372662,120918508,1995PASS,42805825,58663337,184857731,4,3
1995,tt0114319,Sabrina,ok,ok,PASS,58000000,53458319,87100000,1995PASS,88669209,81725980,133156691,4,3
1995,tt0114323,Safe,ok,ok,PASS,33000000,17142080,41495213,1995PASS,50449722,26206460,63437029,4,3
1995,tt0114369,Se7en,notalk,notalk,FAIL,30000000,100125643,328125643,1995FAIL,45863384,153070026,501631742,4,3
1995,tt0114388,Sense and Sensibility,ok,ok,PASS,16500000,42993774,134993774,1995PASS,25224861,65727998,206375709,4,3
1995,tt0114436,Showgirls,ok,ok,PASS,40000000,20350754,37750754,1995PASS,61151178,31111815,57712577,4,3
1995,tt0114508,Species,dubious,dubious,FAIL,35000000,60054449,113354449,1995FAIL,53507281,91810008,173293953,4,3
1995,tt0114614,Tank Girl,ok,ok,PASS,25000000,4064333,4064333,1995PASS,38219486,6213469,6213469,4,3
1995,tt0112346,The American President,ok,ok,PASS,62000000,60022813,107822813,1995PASS,94784326,91761643,164837302,4,3
1995,tt0112579,The Bridges of Madison County,ok,ok,PASS,22000000,71516617,175516617,1995PASS,33633148,109333135,268326198,4,3
1995,tt0113416,The Incredibly True Adventures of Two Girls in Love,ok,ok,PASS,250000,2210408,2477155,1995PASS,382195,3379226,3787024,4,3
1995,tt0113957,The Net,ok,ok,PASS,22000000,50621733,110521733,1995PASS,33633148,77389465,168963355,4,3
1995,tt0114214,The Quick and the Dead,notalk-disagree,notalk,FAIL,32000000,18552460,18552460,1995FAIL,48920943,28362620,28362620,4,3
1995,tt0114814,The Usual Suspects,notalk,notalk,FAIL,6000000,23341568,34449356,1995FAIL,9172677,35684110,52665468,4,3
1995,tt0114709,Toy Story,notalk-disagree,notalk,FAIL,30000000,191780865,364530148,1995FAIL,45863384,293190647,557286202,4,3
1995,tt0114746,Twelve Monkeys,notalk,notalk,FAIL,29000000,57141459,168841459,1995FAIL,44334604,87356689,258121354,4,3
1995,tt0114898,Waterworld,nowomen-disagree,nowomen,FAIL,175000000,88246220,264246220,1995FAIL,267536405,134909008,403974193,4,3
1995,tt0114906,Welcome to the Dollhouse,ok,ok,PASS,800000,4198137,5034794,1995PASS,1223024,6418026,7697090,4,3
1994,tt0109040,Ace Ventura: Pet Detective,men,men,FAIL,12000000,72217396,107217396,1994FAIL,18859976,113501532,168509796,5,3
1994,tt0109254,Beverly Hills Cop III,nowomen,nowomen,FAIL,50000000,42586861,119180938,1994FAIL,78583235,66932266,187312473,5,3
1994,tt0109445,Clerks.,notalk,notalk,FAIL,27000,3073428,3894240,1994FAIL,42435,4830398,6120440,5,3
1994,tt0109504,Crooklyn,ok,ok,PASS,14000000,13024170,13024170,1994PASS,22003306,20469628,20469628,5,3
1994,tt0109686,Dumb & Dumber,men,men,FAIL,16000000,127175374,246400000,1994FAIL,25146635,199877046,387258182,5,3
1994,tt0109707,Ed Wood,ok,ok,PASS,18000000,5828466,5828466,1994PASS,28289965,9160394,9160394,5,3
1994,tt0109830,Forrest Gump,notalk-disagree,notalk,FAIL,55000000,329694499,679400525,1994FAIL,86441558,518169206,1067789822,5,3
1994,tt0110322,Legends of the Fall,ok,ok,PASS,30000000,66502573,160502573,1994PASS,47149941,104519746,252256228,5,3
1994,tt0110367,Little Women,ok,ok,PASS,15000000,50003303,50003303,1994PASS,23574970,78588426,78588426,5,3
1994,tt0110622,Naked Gun 33 1/3: The Final Insult,men,men,FAIL,30000000,51041856,51041856,1994FAIL,47149941,80220683,80220683,5,3
1994,tt0110857,Police Academy: Mission to Moscow,notalk,notalk,FAIL,10000000,126247,126247,1994FAIL,15716647,198418,198418,5,3
1994,tt0110889,Priest,ok,ok,PASS,60000000,29136626,84154026,1994PASS,94299882,45793007,132261912,5,3
1994,tt0110912,Pulp Fiction,ok-disagree,ok,PASS,8000000,107928762,212928762,1994PASS,12573318,169627825,334652619,5,3
1994,tt0111257,Speed,ok,ok,PASS,30000000,121248145,283200000,1994PASS,47149941,190561429,445095443,5,3
1994,tt0111282,Stargate,notalk,notalk,FAIL,55000000,71565669,196565669,1994FAIL,86441558,112477236,308935323,5,3
1994,tt0111301,Street Fighter,ok,ok,PASS,35000000,33423000,99423000,1994PASS,55008264,52529749,156259619,5,3
1994,tt0109446,The Client,ok,ok,PASS,45000000,92115211,117615211,1994PASS,70724911,144774225,184851675,5,3
1994,tt0110074,The Hudsucker Proxy,notalk,notalk,FAIL,40000000,2816518,14938149,1994FAIL,62866588,4426622,23477761,5,3
1994,tt0110357,The Lion King,notalk-disagree,notalk,FAIL,79300000,422780140,952880140,1994FAIL,124633011,664468621,1497608078,5,3
1994,tt0110475,The Mask,notalk,notalk,FAIL,18000000,119920129,351620129,1994FAIL,28289965,188474233,552628944,5,3
1994,tt0111070,The Santa Clause,notalk,notalk,FAIL,22000000,144833357,189800000,1994FAIL,34576623,227629474,298301960,5,3
1994,tt0111143,The Shadow,nowomen,nowomen,FAIL,40000000,31835600,31835600,1994FAIL,62866588,50034889,50034889,5,3
1994,tt0111161,The Shawshank Redemption,nowomen-disagree,nowomen,FAIL,25000000,28241469,28241469,1994FAIL,39291617,44386120,44386120,5,3
1994,tt0111255,The Specialist,notalk,notalk,FAIL,45000000,57362581,57362581,1994FAIL,70724911,90154744,90154744,5,3
1994,tt0111438,Timecop,notalk,notalk,FAIL,28000000,44853581,102053581,1994FAIL,44006612,70494790,160394011,5,3
1994,tt0111503,True Lies,notalk-disagree,notalk,FAIL,100000000,146282411,365300000,1994FAIL,157166470,229906901,574129115,5,3
1993,tt0106582,Cliffhanger,notalk,notalk,FAIL,65000000,84049211,2.55E+08,1993FAIL,104809829,135525899,411177020,5,3
1993,tt0106611,Cool Runnings,notalk-disagree,notalk,FAIL,14000000,68856263,155056263,1993FAIL,22574425,111027894,250021852,5,3
1993,tt0106677,Dazed and Confused,ok-disagree,ok,PASS,6900000,7950889,7950889,1993PASS,11125966,12820482,12820482,5,3
1993,tt0107007,Gettysburg,nowomen,nowomen,FAIL,25000000,10731997,10731997,1993FAIL,40311473,17304904,17304904,5,3
1993,tt0107048,Groundhog Day,men-disagree,men,FAIL,14600000,70906973,70906973,1993FAIL,23541900,114334580,114334580,5,3
1993,tt0107120,Hocus Pocus,ok,ok,PASS,28000000,39360491,39360491,1993PASS,45148849,63467174,63467174,5,3
1993,tt0107290,Jurassic Park,ok-disagree,ok,PASS,63000000,395708305,1035626872,1993PASS,101584911,638063379,1669905770,5,3
1993,tt0107614,Mrs. Doubtfire,ok,ok,PASS,25000000,219195051,441286003,1993PASS,40311473,353443011,711555544,5,3
1993,tt0311648,Pieces of April,ok,ok,PASS,300000,2528664,3590570,1993PASS,483738,4077367,5789647,5,3
1993,tt0108052,Schindler's List,ok,ok,PASS,25000000,96067179,321365567,1993PASS,40311473,154904378,518188770,5,3
1993,tt0108255,Super Mario Bros.,dubious,dubious,FAIL,42000000,20844907,20844907,1993FAIL,67723274,33611556,33611556,5,3
1993,tt0106226,The Age of Innocence,ok,ok,PASS,34000000,32014993,32014993,1993PASS,54823603,51622860,51622860,5,3
1993,tt0106977,The Fugitive,men,men,FAIL,44000000,183875760,353715317,1993FAIL,70948192,296492106,570351412,5,3
1993,tt0112389,The Princess and the Cobbler,nowomen,nowomen,FAIL,24000000,669276,669276,1993FAIL,38699014,1079180,1079180,5,3
1993,tt0107943,The Remains of the Day,nowomen-disagree,nowomen,FAIL,15000000,22954968,63954968,1993FAIL,24186884,37013943,103124758,5,3
1993,tt0108358,Tombstone,ok,ok,PASS,25000000,56505065,56505065,1993PASS,40311473,91112095,91112095,5,3
1992,tt0104257,A Few Good Men,notalk,notalk,FAIL,33000000,141340178,236500000,1992FAIL,54791459,234673774,392672121,5,3
1992,tt0104694,A League of Their Own,ok,ok,PASS,40000000,107533925,132440066,1992PASS,66413889,178543655,219896498,5,3
1992,tt0103639,Aladdin,nowomen,nowomen,FAIL,28000000,217350219,504050219,1992FAIL,46489723,360876835,836898388,5,3
1992,tt0103644,Alien 3,nowomen-disagree,nowomen,FAIL,55000000,54927174,158500000,1992FAIL,91319098,91198182,263165037,5,3
1992,tt0106308,Army of Darkness,men-disagree,men,FAIL,11000000,11502976,21502976,1992FAIL,18263820,19098934,35702407,5,3
1992,tt0103776,Batman Returns,nowomen-disagree,nowomen,FAIL,80000000,162833635,266824291,1992FAIL,132827779,270360376,443020974,5,3
1992,tt0103893,Buffy the Vampire Slayer,ok,ok,PASS,7000000,14231669,14231669,1992PASS,11622431,23629512,23629512,5,3
1992,tt0104070,Death Becomes Her,ok,ok,PASS,55000000,58422650,149022650,1992PASS,91319098,97001885,247429345,5,3
1992,tt0104815,El Mariachi,nowomen,nowomen,FAIL,7000,2040920,2041928,1992FAIL,11622,3388636,3390310,5,3
1992,tt0104348,Glengarry Glen Ross,nowomen,nowomen,FAIL,12500000,10725228,10725228,1992FAIL,20754340,17807603,17807603,5,3
1992,tt0104412,Hero,notalk,notalk,FAIL,42000000,19487173,66787173,1992FAIL,69734584,32355474,110889898,5,3
1992,tt0104431,Home Alone 2: Lost in New York,notalk,notalk,FAIL,20000000,173585516,358994850,1992FAIL,33206945,288212232,596056107,5,3
1992,tt0104797,Malcolm X,dubious,dubious,FAIL,35000000,48169910,48169910,1992FAIL,58112153,79978777,79978777,5,3
1992,tt0104952,My Cousin Vinny,notalk,notalk,FAIL,11000000,52929168,52929168,1992FAIL,18263820,87880798,87880798,5,3
1992,tt0105236,Reservoir Dogs,nowomen,nowomen,FAIL,1200000,2832029,2832029,1992FAIL,1992417,4702152,4702152,5,3
1992,tt0104036,The Crying Game,men,men,FAIL,4000000,62546695,62546695,1992FAIL,6641389,103849232,103849232,5,3
1992,tt0104868,The Mighty Ducks,notalk,notalk,FAIL,10000000,50752337,50752337,1992FAIL,16603472,84266502,84266502,5,3
1992,tt0104940,The Muppet Christmas Carol,notalk-disagree,notalk,FAIL,12000000,27281507,27281507,1992FAIL,19924167,45296775,45296775,5,3
1992,tt0105151,The Player,ok,ok,PASS,8000000,21706101,28876702,1992PASS,13282778,36039665,47945352,5,3
1992,tt0105793,Wayne's World,notalk,notalk,FAIL,20000000,121697323,183097323,1992FAIL,33206945,202059814,304005134,5,3
1991,tt0101414,Beauty and the Beast,ok-disagree,ok,PASS,20000000,218951625,451421625,1991PASS,34216807,374591278,772310338,5,3
1991,tt0101452,Bill & Ted's Bogus Journey,notalk,notalk,FAIL,20000000,37537675,37537675,1991FAIL,34216807,64220970,64220970,5,3
1991,tt0102057,Hook,men,men,FAIL,70000000,119654823,300854823,1991FAIL,119758826,204710301,514714575,5,3
1991,tt0102070,Hudson Hawk,ok,ok,PASS,65000000,17218916,17218916,1991PASS,111204624,29458817,29458817,5,3
1991,tt0102798,Robin Hood: Prince of Thieves,dubious,dubious,FAIL,50000000,165493908,390500000,1991FAIL,85542018,283133658,668083163,5,3
1991,tt0102943,Slacker,ok,ok,PASS,23000,1227508,1227508,1991PASS,39349,2100070,2100070,5,3
1991,tt0102975,Star Trek VI: The Undiscovered Country,men-disagree,men,FAIL,27000000,74888996,96900000,1991FAIL,46192690,128123117,165780431,5,3
1991,tt0103060,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,ok,ok,PASS,25000000,78656813,78656813,1991PASS,42771009,134569251,134569251,5,3
1991,tt0103064,Terminator 2: Judgement Day,dubious,dubious,FAIL,100000000,204859496,516816151,1991FAIL,171084037,350481895,884189932,5,3
1991,tt0101272,The Addams Family,ok,ok,PASS,30000000,113502246,191502246,1991PASS,51325211,194184224,327629772,5,3
1991,tt0102510,The Naked Gun 2 1/2: The Smell of Fear,notalk,notalk,FAIL,23000000,86930411,86930411,1991FAIL,39349328,148724056,148724056,5,3
1991,tt0102926,The Silence of the Lambs,ok-disagree,ok,PASS,20000000,130726716,275726716,1991PASS,34216807,223652543,471724395,5,3
1991,tt0103247,White Fang,notalk,notalk,FAIL,14000000,34729091,34729091,1991FAIL,23951765,59415931,59415931,5,3
1990,tt0099088,Back to the Future Part III,notalk,notalk,FAIL,40000000,87666629,243700000,1990FAIL,71319016,156307443,434511105,5,3
1990,tt0099253,Child's Play 2,ok,ok,PASS,13000000,26904572,34166572,1990PASS,23178680,47970190,60918157,5,3
1990,tt0099817,Dark Angel (I Come in Peace),nowomen,nowomen,FAIL,7000000,4372561,4372561,1990FAIL,12480828,7796169,7796169,5,3
1990,tt0099423,Die Hard 2,dubious-disagree,dubious,FAIL,70000000,117323878,239814025,1990FAIL,124808278,209185588,427582507,5,3
1990,tt0099487,Edward Scissorhands,ok,ok,PASS,20000000,53976987,53976987,1990PASS,35659508,96239640,96239640,5,3
1990,tt0099582,Flatliners,ok,ok,PASS,26000000,61308153,61308153,1990PASS,46357360,109310929,109310929,5,3
1990,tt0099653,Ghost,men-disagree,men,FAIL,22000000,217631306,517600000,1990FAIL,39225459,388031265,922868068,5,3
1990,tt0099685,Goodfellas,men-disagree,men,FAIL,25000000,46743809,46743809,1990FAIL,44574385,83343062,83343062,5,3
1990,tt0099785,Home Alone,men-disagree,men,FAIL,15000000,285761243,476684675,1990FAIL,26744631,509505267,849917050,5,3
1990,tt0100263,Nikita,ok,ok,PASS,7000000,5017971,5017971,1990PASS,12480828,8946919,8946919,5,3
1990,tt0100403,Predator 2,men,men,FAIL,35000000,28317513,54768418,1990FAIL,62404139,50489429,97650742,5,3
1990,tt0100405,Pretty Woman,ok,ok,PASS,14000000,178406268,432645872,1990PASS,24961656,318093987,771396947,5,3
1990,tt0099810,The Hunt for Red October,notalk,notalk,FAIL,30000000,120709866,200500000,1990FAIL,53489262,215222722,357486568,5,3
1990,tt0100802,Total Recall,notalk,notalk,FAIL,125000000,58877969,198615996,1990FAIL,222871925,104977970,354127435,5,3
1990,tt0100814,Tremors,ok,ok,PASS,10000000,16667084,16667084,1990PASS,17829754,29717001,29717001,5,3
1989,tt0096874,Back to the Future Part II,ok,ok,PASS,40000000,118450002,3.32E+08,1989PASS,75183554,222637302,624023495,NA,NA
1989,tt0096895,Batman,notalk,notalk,FAIL,35000000,251188924,411348924,1989FAIL,65785609,472131898,773166847,NA,NA
1989,tt0096928,Bill & Ted's Excellent Adventure,men,men,FAIL,10000000,40485039,40485039,1989FAIL,18795888,76095227,76095227,NA,NA
1989,tt0097165,Dead Poets Society,notalk,notalk,FAIL,16400000,95860116,239500000,1989FAIL,30825257,180177604,450161527,NA,NA
1989,tt0097499,Henry V,ok,ok,PASS,9000000,10161099,10161099,1989PASS,16916300,19098688,19098688,NA,NA
1989,tt0097576,Indiana Jones and the Last Crusade,nowomen-disagree,nowomen,FAIL,48000000,197171806,474171806,1989FAIL,90220264,370601926,891248035,NA,NA
1989,tt0097742,Licence to Kill,men,men,FAIL,42000000,34667015,156167015,1989FAIL,78942731,65159735,293529779,NA,NA
1989,tt0097815,Major League,notalk,notalk,FAIL,11000000,49793054,49793054,1989FAIL,20675477,93590469,93590469,NA,NA
1989,tt0098206,Road House,notalk,notalk,FAIL,10000000,30050028,30050028,1989FAIL,18795888,56481697,56481697,NA,NA
1989,tt0098724,"Sex, Lies, and Videotape",men-disagree,men,FAIL,1200000,24741667,36741667,1989FAIL,2255507,46504161,69059227,NA,NA
1989,tt0098382,Star Trek V: The Final Frontier,notalk,notalk,FAIL,30000000,52210049,70200000,1989FAIL,56387665,98133425,131947137,NA,NA
1989,tt0096754,The Abyss,ok-disagree,ok,PASS,70000000,54243125,54243125,1989PASS,131571219,101954772,101954772,NA,NA
1989,tt0098519,Troop Beverly Hills,ok,ok,PASS,18000000,7190505,7190505,1989PASS,33832599,13515193,13515193,NA,NA
1989,tt0098546,UHF,notalk,notalk,FAIL,5000000,6157157,6157157,1989FAIL,9397944,11572924,11572924,NA,NA
1988,tt0094612,Action Jackson,notalk,notalk,FAIL,7000000,20257000,20257000,1988FAIL,13787529,39899139,39899139,NA,NA
1988,tt0094625,Akira,notalk,notalk,FAIL,8000000,19585,19585,1988FAIL,15757176,38576,38576,NA,NA
1988,tt0094721,Beetle Juice,ok,ok,PASS,15000000,73326666,73326666,1988PASS,29544705,144427648,144427648,NA,NA
1988,tt0092675,Bloodsport,notalk,notalk,FAIL,1500000,11806119,11806119,1988FAIL,2954471,23253887,23253887,NA,NA
1988,tt0094862,Child's Play,ok,ok,PASS,9000000,33244684,44196684,1988PASS,17726823,65480292,87051866,NA,NA
1988,tt0094947,Dangerous Liaisons,ok,ok,PASS,14000000,34700000,34700000,1988PASS,27575058,68346751,68346751,NA,NA
1988,tt0095016,Die Hard,ok-disagree,ok,PASS,28000000,81350242,139109346,1988PASS,55150116,160231261,273996307,NA,NA
1988,tt0095631,Midnight Run,men,men,FAIL,30000000,38413606,81613606,1988FAIL,59089410,75661244,160749995,NA,NA
1988,tt0095687,My Stepmother Is an Alien,ok,ok,PASS,16000000,13854000,13854000,1988PASS,31514352,27287490,27287490,NA,NA
1988,tt0095690,Mystic Pizza,ok,ok,PASS,6000000,12793213,12793213,1988PASS,11817882,25198114,25198114,NA,NA
1988,tt0095889,Poltergeist III,ok,ok,PASS,9500000,14114000,14114000,1988PASS,18711647,27799598,27799598,NA,NA
1988,tt0095953,Rain Man,notalk,notalk,FAIL,25000000,172825435,412800000,1988FAIL,49241175,340405101,813070285,NA,NA
1988,tt0096061,Scrooged,ok,ok,PASS,32000000,60328558,60328558,1988PASS,63028704,118825964,118825964,NA,NA
1988,tt0095489,The Land Before Time,ok,ok,PASS,12300000,48092846,81972846,1988PASS,24226658,94725930,161457571,NA,NA
1988,tt0095497,The Last Temptation of Christ,men,men,FAIL,7000000,8373585,8373585,1988FAIL,13787529,16493007,16493007,NA,NA
1988,tt0096256,They Live,nowomen-disagree,nowomen,FAIL,4000000,1.30E+07,1.30E+07,1988FAIL,7878588,25605411,25605411,NA,NA
1988,tt0096320,Twins,men,men,FAIL,15000000,111936388,216600000,1988FAIL,29544705,220475172,426625542,NA,NA
1988,tt0096438,Who Framed Roger Rabbit,notalk,notalk,FAIL,70000000,154112492,351500000,1988FAIL,137875291,303547209,692330924,NA,NA
1988,tt0096487,Young Guns,notalk,notalk,FAIL,13000000,44726644,44726644,1988FAIL,25605411,88095701,88095701,NA,NA
